date,state,fips,cases,newCases,deaths,newDeaths,tests,newTests,positive,newPositive,negative,newNegative
2021-02-18,Nebraska,31,198481,266,2151,5,952211,1258,198042,296,754169,962
2021-02-18,Nevada,32,289962,497,4807,31,1386778,2854,289880,488,1096898,2366
2021-02-18,New Hampshire,33,72399,434,1150,2,640194,1025,72399,434,567795,591
2021-02-18,New Jersey,34,758450,3276,22721,132,10261115,96679,758451,3277,9502664,93402
2021-02-18,New Mexico,35,181739,407,3582,18,181739,407,181739,407,,0
2021-02-18,New York,36,1568881,9582,45957,150,1555773,6794,1555773,6794,,0
2021-02-18,North Carolina,37,838097,4041,10804,92,833423,3916,833423,3916,,0
2021-02-18,North Dakota,38,99064,133,1465,4,401007,543,99034,133,301973,410
2021-02-18,Northern Mariana Islands,69,135,0,2,0,17564,0,135,0,17429,0
2021-02-18,Ohio,39,947389,2282,16611,98,947389,2282,947389,2282,,0
2021-02-18,Oklahoma,40,416476,618,4112,23,3403661,3160,416476,618,2987185,2542
2021-02-18,Oregon,41,151713,456,2155,6,151257,382,151257,382,,0
2021-02-18,Pennsylvania,42,911033,3297,23452,92,4705911,12240,905995,3345,3799916,8895
2021-02-18,Puerto Rico,72,132121,78,1940,10,404478,78,98506,78,305972,0
2021-02-18,Rhode Island,44,122859,419,2367,15,777167,1927,122859,419,654308,1508
2021-02-18,South Carolina,45,495044,2675,8155,38,4752459,22713,495044,2675,4257415,20038
2021-02-18,South Dakota,46,110871,186,1847,3,415822,933,110871,186,304951,747
2021-02-18,Tennessee,47,748207,1090,10964,72,761301,998,761301,998,,0
2021-02-18,Texas,48,2582346,2387,41764,114,2574194,3131,2574194,3131,,0
2021-02-18,Utah,49,364457,1151,1813,7,1865398,5653,364399,1151,1500999,4502
2021-02-18,Vermont,50,14149,153,193,2,321863,668,14149,153,307714,515
2021-02-18,Virgin Islands,78,2558,13,25,0,45448,179,2558,13,42890,166
2021-02-18,Virginia,51,557896,2304,7090,15,557896,2304,557896,2304,,0
2021-02-18,Washington,53,335338,1054,4868,44,330807,1061,330807,1061,,0
2021-02-18,West Virginia,54,128760,355,2236,11,128760,355,128760,355,,0
2021-02-18,Wisconsin,55,610056,864,6820,17,3189895,5680,610055,866,2579840,4814
2021-02-18,Wyoming,56,53531,81,662,0,231920,428,53531,81,178389,347
2021-02-19,Alabama,01,485212,847,9573,149,2353073,5111,485212,847,1867861,4264
2021-02-19,Alaska,02,56979,211,278,1,55198,189,55198,189,,0
2021-02-19,Arizona,04,805037,1879,15439,145,3723021,14121,804116,1918,2918905,12203
2021-02-19,Arkansas,05,314713,268,5336,13,2662920,2467,314713,268,2348207,2199
2021-02-19,California,06,3521230,7891,48794,460,3428518,6798,3428518,6798,,0
2021-02-19,Colorado,08,421327,1233,5980,14,2545305,6666,418695,1280,2126610,5386
2021-02-19,Connecticut,09,273101,1198,7523,27,273101,1198,273101,1198,,0
2021-02-19,Delaware,10,84181,329,1343,17,613988,1494,84181,329,529807,1165
2021-02-19,District of Columbia,11,39461,160,993,1,39461,160,39461,160,,0
2021-02-19,Florida,12,1856419,6683,29691,218,10779606,34237,1822644,6536,8956962,27701
2021-02-19,Georgia,13,955724,3591,16110,204,980411,3679,980411,3679,,0
2021-02-19,Guam,66,8684,10,131,0,114709,383,7715,10,106994,373
2021-02-19,Hawaii,15,26962,56,427,2,27778,61,27778,61,,0
2021-02-19,Idaho,16,169084,301,1829,1,659902,1683,168639,286,491263,1397
2021-02-19,Illinois,17,1173897,2210,22368,71,1170902,2219,1170902,2219,,0
2021-02-19,Indiana,18,656433,1037,12325,44,3069866,4524,653245,1035,2416621,3489
2021-02-19,Iowa,19,331747,245,5336,15,1297314,1758,276621,392,1020693,1366
2021-02-19,Kansas,20,293869,1907,4614,88,1238423,9125,290832,2115,947591,7010
2021-02-19,Kentucky,21,398665,1865,4562,23,394687,1958,394687,1958,,0
2021-02-19,Louisiana,22,422287,441,9440,34,5390130,11861,422287,441,4967843,11420
2021-02-19,Maine,23,43224,134,656,1,43224,134,43224,134,,0
2021-02-19,Maryland,24,375156,1008,7677,16,3326409,7459,374974,1008,2951435,6451
2021-02-19,Massachusetts,25,565794,1818,15726,40,4832872,10618,565794,1818,4267078,8800
2021-02-19,Michigan,26,635349,1417,16265,22,635446,1473,635446,1473,,0
2021-02-19,Minnesota,27,477355,995,6480,8,3420969,12344,477287,995,2943682,11349
2021-02-19,Mississippi,28,289892,360,6534,3,1683275,360,289892,360,1393383,0
2021-02-19,Missouri,29,512272,766,8140,53,2304952,3324,474021,562,1830931,2762
2021-02-19,Montana,30,98465,254,1340,2,98377,277,98377,277,,0
2021-02-19,Nebraska,31,198949,468,2167,16,953782,1571,198442,400,755340,1171
2021-02-19,Nevada,32,290399,437,4838,31,1388905,2127,290300,420,1098605,1707
2021-02-19,New Hampshire,33,72767,368,1152,2,641706,1512,72767,368,568939,1144
2021-02-19,New Jersey,34,761496,3046,22784,63,10327680,66565,761498,3047,9566182,63518
2021-02-19,New Mexico,35,182050,311,3601,19,182050,311,182050,311,,0
2021-02-19,New York,36,1577454,8573,46119,162,1564483,8710,1564483,8710,,0
2021-02-19,North Carolina,37,841331,3234,10863,59,836650,3227,836650,3227,,0
2021-02-19,North Dakota,38,99183,119,1465,0,401126,119,99153,119,301973,0
2021-02-19,Northern Mariana Islands,69,135,0,2,0,17564,0,135,0,17429,0
2021-02-19,Ohio,39,949695,2306,16693,82,949695,2306,949695,2306,,0
2021-02-19,Oklahoma,40,417345,869,4132,20,3409599,5938,417345,869,2992254,5069
2021-02-19,Oregon,41,152190,477,2155,0,151713,456,151713,456,,0
2021-02-19,Pennsylvania,42,913825,2792,23529,77,4716500,10589,908773,2778,3807727,7811
2021-02-19,Puerto Rico,72,132239,118,1947,7,404596,118,98624,118,305972,0
2021-02-19,Rhode Island,44,123145,286,2376,9,778839,1672,123145,286,655694,1386
2021-02-19,South Carolina,45,497937,2893,8213,58,4780728,28269,497937,2893,4282791,25376
2021-02-19,South Dakota,46,111018,147,1853,6,416542,720,111018,147,305524,573
2021-02-19,Tennessee,47,749512,1305,10971,7,762673,1372,762673,1372,,0
2021-02-19,Texas,48,2588291,5945,42000,236,2577131,2937,2577131,2937,,0
2021-02-19,Utah,49,365314,857,1834,21,1869600,4202,365256,857,1504344,3345
2021-02-19,Vermont,50,14251,102,193,0,323022,1159,14251,102,308771,1057
2021-02-19,Virgin Islands,78,2575,17,25,0,45924,476,2565,7,43359,469
2021-02-19,Virginia,51,559930,2034,7098,8,559930,2034,559930,2034,,0
2021-02-19,Washington,53,336184,846,4886,18,332007,1200,332007,1200,,0
2021-02-19,West Virginia,54,129055,295,2248,12,129055,295,129055,295,,0
2021-02-19,Wisconsin,55,610974,918,6856,36,3195349,5454,610974,919,2584375,4535
2021-02-19,Wyoming,56,53683,152,662,0,232331,411,53683,152,178648,259
2021-02-20,Alabama,01,485986,774,9590,17,2358711,5638,485986,774,1872725,4864
2021-02-20,Alaska,02,56979,0,278,0,55198,0,55198,0,,0
2021-02-20,Arizona,04,807163,2126,15480,41,3737323,14302,806163,2047,2931160,12255
2021-02-20,Arkansas,05,315230,517,5348,12,2666181,3261,315230,517,2350951,2744
2021-02-20,California,06,3527293,6063,49111,317,3435186,6668,3435186,6668,,0
2021-02-20,Colorado,08,422240,913,5984,4,2550615,5310,419812,1117,2130803,4193
2021-02-20,Connecticut,09,273101,0,7523,0,273101,0,273101,0,,0
2021-02-20,Delaware,10,84531,350,1366,23,615449,1461,84531,350,530918,1111
2021-02-20,District of Columbia,11,39553,92,994,1,39553,92,39553,92,,0
2021-02-20,Florida,12,1863699,7280,29812,121,10819320,39714,1829773,7129,8989547,32585
2021-02-20,Georgia,13,958998,3274,16233,123,983747,3336,983747,3336,,0
2021-02-20,Guam,66,8685,1,131,0,114710,1,7716,1,106994,0
2021-02-20,Hawaii,15,27011,49,427,0,27837,59,27837,59,,0
2021-02-20,Idaho,16,169229,145,1829,0,661321,1419,168953,314,492368,1105
2021-02-20,Illinois,17,1175781,1884,22426,58,1172824,1922,1172824,1922,,0
2021-02-20,Indiana,18,657848,1415,12336,11,3076245,6379,654660,1415,2421585,4964
2021-02-20,Iowa,19,332225,478,5336,0,1298607,1293,276966,345,1021641,948
2021-02-20,Kansas,20,294010,141,4614,0,1238423,0,290832,0,947591,0
2021-02-20,Kentucky,21,400011,1346,4585,23,396018,1331,396018,1331,,0
2021-02-20,Louisiana,22,422287,0,9440,0,5390130,0,422287,0,4967843,0
2021-02-20,Maine,23,43367,143,658,2,43367,143,43367,143,,0
2021-02-20,Maryland,24,375919,763,7697,20,3332054,5645,375737,763,2956317,4882
2021-02-20,Massachusetts,25,567764,1970,15779,53,4843992,11120,567764,1970,4276228,9150
2021-02-20,Michigan,26,636167,818,16332,67,636269,823,636269,823,,0
2021-02-20,Minnesota,27,478225,870,6491,11,3428885,7916,478157,870,2950728,7046
2021-02-20,Mississippi,28,290242,350,6553,19,1683625,350,290242,350,1393383,0
2021-02-20,Missouri,29,512753,481,8151,11,2308127,3175,474587,566,1833540,2609
2021-02-20,Montana,30,98681,216,1342,2,98641,264,98641,264,,0
2021-02-20,Nebraska,31,199162,213,2169,2,955055,1273,198751,309,756304,964
2021-02-20,Nevada,32,290742,343,4870,32,1390810,1905,290671,371,1100139,1534
2021-02-20,New Hampshire,33,73161,394,1153,1,643650,1944,73161,394,570489,1550
2021-02-20,New Jersey,34,764374,2878,22834,50,10330556,2876,764374,2876,9566182,0
2021-02-20,New Mexico,35,182475,425,3612,11,182475,425,182475,425,,0
2021-02-20,New York,36,1585692,8238,46233,114,1572175,7692,1572175,7692,,0
2021-02-20,North Carolina,37,844520,3189,10930,67,840096,3446,840096,3446,,0
2021-02-20,North Dakota,38,99258,75,1467,2,401915,789,99228,75,302687,714
2021-02-20,Northern Mariana Islands,69,135,0,2,0,17564,0,135,0,17429,0
2021-02-20,Ohio,39,952306,2611,16749,56,952306,2611,952306,2611,,0
2021-02-20,Oklahoma,40,418318,973,4155,23,3414513,4914,418318,973,2996195,3941
2021-02-20,Oregon,41,152711,521,2159,4,152190,477,152190,477,,0
2021-02-20,Pennsylvania,42,916378,2553,23615,86,4727369,10869,911591,2818,3815778,8051
2021-02-20,Puerto Rico,72,132450,211,1957,10,404807,211,98835,211,305972,0
2021-02-20,Rhode Island,44,123145,0,2376,0,780491,1652,123548,403,656943,1249
2021-02-20,South Carolina,45,501277,3340,8256,43,4810327,29599,501277,3340,4309050,26259
2021-02-20,South Dakota,46,111165,147,1859,6,417335,793,111165,147,306170,646
2021-02-20,Tennessee,47,750628,1116,11022,51,764008,1335,764008,1335,,0
2021-02-20,Texas,48,2593823,5532,42202,202,2583617,6486,2583617,6486,,0
2021-02-20,Utah,49,366091,777,1842,8,1873909,4309,366034,778,1507875,3531
2021-02-20,Vermont,50,14359,108,196,3,323694,672,14359,108,309335,564
2021-02-20,Virgin Islands,78,2575,0,25,0,46139,215,2575,10,43564,205
2021-02-20,Virginia,51,561812,1882,7197,99,561812,1882,561812,1882,,0
2021-02-20,Washington,53,336819,635,4886,0,332904,897,332904,897,,0
2021-02-20,West Virginia,54,129364,309,2254,6,129364,309,129364,309,,0
2021-02-20,Wisconsin,55,611789,815,6875,19,3200290,4941,611789,815,2588501,4126
2021-02-20,Wyoming,56,53683,0,662,0,232331,0,53683,0,178648,0
2021-02-21,Alabama,01,486843,857,9592,2,2362672,3961,486843,857,1875829,3104
2021-02-21,Alaska,02,56979,0,278,0,55198,0,55198,0,,0
2021-02-21,Arizona,04,808247,1084,15505,25,3748204,10881,807967,1804,2940237,9077
2021-02-21,Arkansas,05,315514,284,5357,9,2668486,2305,315514,284,2352972,2021
2021-02-21,California,06,3531939,4646,49340,229,3441946,6760,3441946,6760,,0
2021-02-21,Colorado,08,423208,968,5989,5,2555865,5250,420614,802,2135251,4448
2021-02-21,Connecticut,09,273101,0,7523,0,273101,0,273101,0,,0
2021-02-21,Delaware,10,84732,201,1367,1,616337,888,84732,201,531605,687
2021-02-21,District of Columbia,11,39648,95,995,1,39648,95,39648,95,,0
2021-02-21,Florida,12,1868764,5065,29905,93,10846931,27611,1834708,4935,9012223,22676
2021-02-21,Georgia,13,960697,1699,16235,2,985505,1758,985505,1758,,0
2021-02-21,Guam,66,8689,4,131,0,114714,4,7720,4,106994,0
2021-02-21,Hawaii,15,27075,64,428,1,27904,67,27904,67,,0
2021-02-21,Idaho,16,169229,0,1829,0,662444,1123,169150,197,493294,926
2021-02-21,Illinois,17,1177301,1520,22466,40,1174409,1585,1174409,1585,,0
2021-02-21,Indiana,18,658730,882,12372,36,3083893,7648,655541,881,2428352,6767
2021-02-21,Iowa,19,332640,415,5336,0,1300171,1564,277268,302,1022903,1262
2021-02-21,Kansas,20,294010,0,4614,0,1238423,0,290832,0,947591,0
2021-02-21,Kentucky,21,400952,941,4604,19,396997,979,396997,979,,0
2021-02-21,Louisiana,22,424176,1889,9466,26,5416687,26557,424176,1889,4992511,24668
2021-02-21,Maine,23,43497,130,658,0,43497,130,43497,130,,0
2021-02-21,Maryland,24,376537,618,7715,18,3337058,5004,376355,618,2960703,4386
2021-02-21,Massachusetts,25,569284,1520,15826,47,4854228,10236,569284,1520,4284944,8716
2021-02-21,Michigan,26,636177,10,16332,0,636269,0,636269,0,,0
2021-02-21,Minnesota,27,479104,879,6500,9,3439791,10906,479036,879,2960755,10027
2021-02-21,Mississippi,28,290632,390,6553,0,1684015,390,290632,390,1393383,0
2021-02-21,Missouri,29,513057,304,8151,0,2311182,3055,474997,410,1836185,2645
2021-02-21,Montana,30,98779,98,1343,1,98779,138,98779,138,,0
2021-02-21,Nebraska,31,199362,200,2169,0,955941,886,198949,198,756992,688
2021-02-21,Nevada,32,291024,282,4872,2,1392918,2108,290972,301,1101946,1807
2021-02-21,New Hampshire,33,73413,252,1154,1,644709,1059,73413,252,571296,807
2021-02-21,New Jersey,34,766405,2031,22858,24,10332587,2031,766405,2031,9566182,0
2021-02-21,New Mexico,35,182789,314,3626,14,182789,314,182789,314,,0
2021-02-21,New York,36,1591929,6237,46346,113,1578785,6610,1578785,6610,,0
2021-02-21,North Carolina,37,846600,2080,10957,27,842637,2541,842637,2541,,0
2021-02-21,North Dakota,38,99307,49,1468,1,402162,247,99277,49,302885,198
2021-02-21,Northern Mariana Islands,69,143,8,2,0,17572,8,143,8,17429,0
2021-02-21,Ohio,39,953767,1461,16816,67,953767,1461,953767,1461,,0
2021-02-21,Oklahoma,40,419354,1036,4181,26,3415549,1036,419354,1036,2996195,0
2021-02-21,Oregon,41,152818,107,2159,0,152711,521,152711,521,,0
2021-02-21,Pennsylvania,42,918174,1796,23640,25,4736143,8774,913497,1906,3822646,6868
2021-02-21,Puerto Rico,72,132699,249,1979,22,405056,249,99084,249,305972,0
2021-02-21,Rhode Island,44,123145,0,2376,0,782100,1609,123821,273,658279,1336
2021-02-21,South Carolina,45,504149,2872,8324,68,4847710,37383,504149,2872,4343561,34511
2021-02-21,South Dakota,46,111304,139,1863,4,417775,440,111304,139,306471,301
2021-02-21,Tennessee,47,751663,1035,11040,18,765137,1129,765137,1129,,0
2021-02-21,Texas,48,2600230,6407,42321,119,2588101,4484,2588101,4484,,0
2021-02-21,Utah,49,366792,701,1852,10,1878145,4236,366735,701,1511410,3535
2021-02-21,Vermont,50,14493,134,197,1,325283,1589,14493,134,310790,1455
2021-02-21,Virgin Islands,78,2575,0,25,0,46139,0,2575,0,43564,0
2021-02-21,Virginia,51,564115,2303,7331,134,564115,2303,564115,2303,,0
2021-02-21,Washington,53,336945,126,4886,0,333794,890,333794,890,,0
2021-02-21,West Virginia,54,129616,252,2261,7,129616,252,129616,252,,0
2021-02-21,Wisconsin,55,612240,451,6875,0,3204603,4313,612240,451,2592363,3862
2021-02-21,Wyoming,56,53795,112,662,0,232443,112,53795,112,178648,0
2021-02-22,Alabama,01,487520,677,9592,0,2365450,2778,487520,677,1877930,2101
2021-02-22,Alaska,02,57316,337,279,1,55507,309,55507,309,,0
2021-02-22,Arizona,04,809899,1652,15502,-3,3757576,9372,809474,1507,2948102,7865
2021-02-22,Arkansas,05,315759,245,5363,6,2670970,2484,315759,245,2355211,2239
2021-02-22,California,06,3536916,4977,49531,191,3446611,4665,3446611,4665,,0
2021-02-22,Colorado,08,424097,889,5990,1,2560329,4464,421294,680,2139035,3784
2021-02-22,Connecticut,09,275334,2233,7562,39,275334,2233,275334,2233,,0
2021-02-22,Delaware,10,85090,358,1368,1,617542,1205,85090,358,532452,847
2021-02-22,District of Columbia,11,39755,107,995,0,39755,107,39755,107,,0
2021-02-22,Florida,12,1872915,4151,30064,159,10868464,21533,1838745,4037,9029719,17496
2021-02-22,Georgia,13,962215,1518,16313,78,987041,1536,987041,1536,,0
2021-02-22,Guam,66,8696,7,131,0,115868,1154,7727,7,108141,1147
2021-02-22,Hawaii,15,27124,49,428,0,27953,49,27953,49,,0
2021-02-22,Idaho,16,169723,494,1828,-1,662444,0,169150,0,493294,0
2021-02-22,Illinois,17,1178702,1401,22506,40,1175655,1246,1175655,1246,,0
2021-02-22,Indiana,18,659547,817,12407,35,3085554,1661,656358,817,2429196,844
2021-02-22,Iowa,19,333087,447,5374,38,1301870,1699,277580,312,1024290,1387
2021-02-22,Kansas,20,294873,863,4643,29,1243499,5076,291715,883,951784,4193
2021-02-22,Kentucky,21,401579,627,4619,15,397526,529,397526,529,,0
2021-02-22,Louisiana,22,424644,468,9477,11,5423943,7256,424644,468,4999299,6788
2021-02-22,Maine,23,43594,97,658,0,43594,97,43594,97,,0
2021-02-22,Maryland,24,377148,611,7732,17,3341662,4604,376966,611,2964696,3993
2021-02-22,Massachusetts,25,570546,1262,15853,27,4862576,8348,570546,1262,4292030,7086
2021-02-22,Michigan,26,637921,1744,16334,2,637928,1659,637928,1659,,0
2021-02-22,Minnesota,27,479659,555,6501,1,3445545,5754,479591,555,2965954,5199
2021-02-22,Mississippi,28,290874,242,6553,0,1727060,43045,290874,242,1436186,42803
2021-02-22,Missouri,29,513806,749,8167,16,2313738,2556,475348,351,1838390,2205
2021-02-22,Montana,30,98929,150,1342,-1,98810,31,98810,31,,0
2021-02-22,Nebraska,31,199619,257,2171,2,956379,438,199045,96,757334,342
2021-02-22,Nevada,32,291198,174,4882,10,1394354,1436,291145,173,1103209,1263
2021-02-22,New Hampshire,33,73665,252,1154,0,645141,432,73665,252,571476,180
2021-02-22,New Jersey,34,769109,2704,22874,16,10335291,2704,769109,2704,9566182,0
2021-02-22,New Mexico,35,183023,234,3637,11,183023,234,183023,234,,0
2021-02-22,New York,36,1598226,6297,46454,108,1584931,6146,1584931,6146,,0
2021-02-22,North Carolina,37,849325,2725,10976,19,844770,2133,844770,2133,,0
2021-02-22,North Dakota,38,99342,35,1468,0,402284,122,99312,35,302972,87
2021-02-22,Northern Mariana Islands,69,143,0,2,0,17572,0,143,0,17429,0
2021-02-22,Ohio,39,955378,1611,16874,58,955378,1611,955378,1611,,0
2021-02-22,Oklahoma,40,419853,499,4203,22,3416048,499,419853,499,2996195,0
2021-02-22,Oregon,41,153139,321,2166,7,152818,107,152818,107,,0
2021-02-22,Pennsylvania,42,920025,1851,23657,17,4742177,6034,915018,1521,3827159,4513
2021-02-22,Puerto Rico,72,132872,173,1983,4,405229,173,99257,173,305972,0
2021-02-22,Rhode Island,44,123980,835,2466,90,783046,946,123980,159,659066,787
2021-02-22,South Carolina,45,505589,1440,8332,8,4848302,592,505589,1440,4342713,-848
2021-02-22,South Dakota,46,111334,30,1863,0,417904,129,111334,30,306570,99
2021-02-22,Tennessee,47,752816,1153,11059,19,766089,952,766089,952,,0
2021-02-22,Texas,48,2607576,7346,42484,163,2594466,6365,2594466,6365,,0
2021-02-22,Utah,49,367130,338,1853,1,1880813,2668,367073,338,1513740,2330
2021-02-22,Vermont,50,14608,115,198,1,326116,833,14608,115,311508,718
2021-02-22,Virgin Islands,78,2579,4,25,0,46272,133,2579,4,43693,129
2021-02-22,Virginia,51,565270,1155,7486,155,565270,1155,565270,1155,,0
2021-02-22,Washington,53,338309,1364,4924,38,333794,0,333794,0,,0
2021-02-22,West Virginia,54,129854,238,2263,2,129854,238,129854,238,,0
2021-02-22,Wisconsin,55,612713,473,6876,1,3208326,3723,612712,472,2595614,3251
2021-02-22,Wyoming,56,53900,105,662,0,233331,888,53900,105,179431,783
2021-02-23,Alabama,01,488973,1453,9660,68,2371153,5703,488973,1453,1882180,4250
2021-02-23,Alaska,02,57371,55,279,0,55560,53,55560,53,,0
2021-02-23,Arizona,04,811560,1661,15651,149,3763868,6292,810658,1184,2953210,5108
2021-02-23,Arkansas,05,316593,834,5377,14,2676164,5194,316593,834,2359571,4360
2021-02-23,California,06,3543172,6256,49869,338,3450058,3447,3450058,3447,,0
2021-02-23,Colorado,08,425155,1058,6003,13,2565419,5090,422390,1096,2143029,3994
2021-02-23,Connecticut,09,276691,1357,7572,10,276691,1357,276691,1357,,0
2021-02-23,Delaware,10,85228,138,1379,11,617901,359,85228,138,532673,221
2021-02-23,District of Columbia,11,39844,89,998,3,39844,89,39844,89,,0
2021-02-23,Florida,12,1878525,5610,30212,148,10895833,27369,1844228,5483,9051605,21886
2021-02-23,Georgia,13,966131,3916,16401,88,990821,3780,990821,3780,,0
2021-02-23,Guam,66,8696,0,131,0,116460,592,7727,0,108733,592
2021-02-23,Hawaii,15,27168,44,428,0,28000,47,28000,47,,0
2021-02-23,Idaho,16,170013,290,1842,14,664357,1913,169584,434,494773,1479
2021-02-23,Illinois,17,1180421,1719,22528,22,1177320,1665,1177320,1665,,0
2021-02-23,Indiana,18,660229,682,12450,43,3088729,3175,657037,679,2431692,2496
2021-02-23,Iowa,19,333962,875,5400,26,1303212,1342,277821,241,1025391,1101
2021-02-23,Kansas,20,294885,12,4643,0,1243499,0,291715,0,951784,0
2021-02-23,Kentucky,21,402943,1364,4636,17,399013,1487,399013,1487,,0
2021-02-23,Louisiana,22,426048,1404,9503,26,5446167,22224,426048,1404,5020119,20820
2021-02-23,Maine,23,43736,142,660,2,43736,142,43736,142,,0
2021-02-23,Maryland,24,377810,662,7762,30,3345288,3626,377628,662,2967660,2964
2021-02-23,Massachusetts,25,571783,1237,15883,30,4871741,9165,571783,1237,4299958,7928
2021-02-23,Michigan,26,639650,1729,16371,37,639712,1784,639712,1784,,0
2021-02-23,Minnesota,27,480159,500,6502,1,3448088,2543,480091,500,2967997,2043
2021-02-23,Mississippi,28,291222,348,6577,24,1727408,348,291222,348,1436186,0
2021-02-23,Missouri,29,514394,588,8284,117,2316148,2410,475791,443,1840357,1967
2021-02-23,Montana,30,99161,232,1347,5,99040,230,99040,230,,0
2021-02-23,Nebraska,31,199837,218,2172,1,957669,1290,199402,357,758267,933
2021-02-23,Nevada,32,291698,500,4903,21,1398191,3837,291543,398,1106648,3439
2021-02-23,New Hampshire,33,73923,258,1155,1,645824,683,73923,258,571901,425
2021-02-23,New Jersey,34,772267,3158,22978,104,10446752,111461,772267,3158,9674485,108303
2021-02-23,New Mexico,35,183335,312,3646,9,183335,312,183335,312,,0
2021-02-23,New York,36,1605149,6923,46562,108,1591585,6654,1591585,6654,,0
2021-02-23,North Carolina,37,850917,1592,11007,31,846284,1514,846284,1514,,0
2021-02-23,North Dakota,38,99446,104,1469,1,402683,399,99416,104,303267,295
2021-02-23,Northern Mariana Islands,69,143,0,2,0,17572,0,143,0,17429,0
2021-02-23,Ohio,39,958153,2775,16972,98,958153,2775,958153,2775,,0
2021-02-23,Oklahoma,40,420212,359,4227,24,3430090,14042,420212,359,3009878,13683
2021-02-23,Oregon,41,153645,506,2171,5,153134,316,153134,316,,0
2021-02-23,Pennsylvania,42,922848,2823,23749,92,4752318,10141,917848,2830,3834470,7311
2021-02-23,Puerto Rico,72,133091,219,1986,3,405448,219,99476,219,305972,0
2021-02-23,Rhode Island,44,124262,282,2476,10,784798,1752,124262,282,660536,1470
2021-02-23,South Carolina,45,506912,1323,8357,25,4849625,1323,506912,1323,4342713,0
2021-02-23,South Dakota,46,111546,212,1863,0,418787,883,111546,212,307241,671
2021-02-23,Tennessee,47,754161,1345,11108,49,767315,1226,767315,1226,,0
2021-02-23,Texas,48,2617850,10274,42728,244,2606275,11809,2606275,11809,,0
2021-02-23,Utah,49,367846,716,1865,12,1884802,3989,367789,716,1517013,3273
2021-02-23,Vermont,50,14691,83,199,1,327263,1147,14691,83,312572,1064
2021-02-23,Virgin Islands,78,2589,10,25,0,46486,214,2589,10,43897,204
2021-02-23,Virginia,51,567039,1769,7658,172,567039,1769,567039,1769,,0
2021-02-23,Washington,53,339051,742,4947,23,334962,1168,334962,1168,,0
2021-02-23,West Virginia,54,130139,285,2274,11,130139,285,130139,285,,0
2021-02-23,Wisconsin,55,613427,714,6914,38,3212020,3694,613419,707,2598601,2987
2021-02-23,Wyoming,56,53944,44,671,9,233375,44,53944,44,179431,0
2021-02-24,Alabama,01,490220,1247,9744,84,2375371,4218,490220,1247,1885151,2971
2021-02-24,Alaska,02,57550,179,279,0,55736,176,55736,176,,0
2021-02-24,Arizona,04,812653,1093,15693,42,3772165,8297,811968,1310,2960197,6987
2021-02-24,Arkansas,05,317396,803,5387,10,2685347,9183,317396,803,2367951,8380
2021-02-24,California,06,3549023,5851,50953,1084,3455361,5303,3455361,5303,,0
2021-02-24,Colorado,08,426281,1126,6012,9,2573475,8056,423558,1168,2149917,6888
2021-02-24,Connecticut,09,278184,1493,7595,23,278184,1493,278184,1493,,0
2021-02-24,Delaware,10,85506,278,1402,23,619410,1509,85506,278,533904,1231
2021-02-24,District of Columbia,11,39943,99,1001,3,39943,99,39943,99,,0
2021-02-24,Florida,12,1885653,7128,30339,127,10932115,36282,1851151,6923,9080964,29359
2021-02-24,Georgia,13,969603,3472,16532,131,994061,3240,994061,3240,,0
2021-02-24,Guam,66,8698,2,131,0,116893,433,7729,2,109164,431
2021-02-24,Hawaii,15,27211,43,432,4,28050,50,28050,50,,0
2021-02-24,Idaho,16,170351,338,1842,0,665717,1360,169866,282,495851,1078
2021-02-24,Illinois,17,1182402,1981,22575,47,1179342,2022,1179342,2022,,0
2021-02-24,Indiana,18,661241,1012,12467,17,3093689,4960,658043,1006,2435646,3954
2021-02-24,Iowa,19,334665,703,5415,15,1305902,2690,278410,589,1027492,2101
2021-02-24,Kansas,20,295991,1106,4724,81,1248768,5269,292837,1122,955931,4147
2021-02-24,Kentucky,21,404242,1299,4686,50,400307,1294,400307,1294,,0
2021-02-24,Louisiana,22,426925,877,9528,25,5467897,21730,426925,877,5040972,20853
2021-02-24,Maine,23,43900,164,677,17,43900,164,43900,164,,0
2021-02-24,Maryland,24,378672,862,7789,27,3351090,5802,378490,862,2972600,4940
2021-02-24,Massachusetts,25,573885,2102,15945,62,4885044,13303,573885,2102,4311159,11201
2021-02-24,Michigan,26,641185,1535,16380,9,641270,1558,641270,1558,,0
2021-02-24,Minnesota,27,480913,754,6511,9,3453595,5507,480845,754,2972750,4753
2021-02-24,Mississippi,28,291891,669,6605,28,1728077,669,291891,669,1436186,0
2021-02-24,Missouri,29,515159,765,8316,32,2319565,3417,476351,560,1843214,2857
2021-02-24,Montana,30,99363,202,1349,2,99242,202,99242,202,,0
2021-02-24,Nebraska,31,200260,423,2179,7,959497,1828,199782,380,759715,1448
2021-02-24,Nevada,32,292100,402,4922,19,1400831,2640,292059,516,1108772,2124
2021-02-24,New Hampshire,33,74258,335,1157,2,647468,1644,74258,335,573210,1309
2021-02-24,New Jersey,34,775385,3118,23035,57,10487491,40739,775386,3119,9712105,37620
2021-02-24,New Mexico,35,183781,446,3660,14,183781,446,183781,446,,0
2021-02-24,New York,36,1611288,6139,46680,118,1597774,6189,1597774,6189,,0
2021-02-24,North Carolina,37,854171,3254,11100,93,849630,3346,849630,3346,,0
